id,food_name,disposal_rate,energy(KJ),energy(Kcal),moisture,protein_by_amino_acid_composition,protein,fatty_acid_tria_silglycerol_equivalent,cholesterol,lipid,available_carbohydrates(single_sugar),available_carbohydrates_(mass_meters),available_carbohydrates_by_the_dispatch_method,total_amount_of_dietary_fiber,sugar_alcohol,carbohydrate,organic_acid,ash,sodium,potassium,calcium,magnesium,rin,iron,zinc,copper,manganese
823,やまごぼう　みそ漬,0,276,66,72.8,0,4.1,0,0,0.1,0,0,8.6,7,0,15.6,0,7.4,2800,200,23,24,49,1.3,0.3,0.13,0.28
824,ゆりね　りん茎　生,10,501,119,66.5,2.4,3.8,0,0,0.1,0,0,24.3,5.4,0,28.3,0,1.3,1,740,10,25,71,1,0.7,0.16,0.96
825,ゆりね　りん茎　ゆで,0,495,117,66.5,2.1,3.4,0,0,0.1,0,0,24,6,0,28.7,0,1.3,1,690,10,24,65,0.9,0.7,0.14,0.75
826,ようさい　茎葉　生,0,72,17,93,1.7,2.2,0,0,0.1,0.9,0.9,0.5,3.1,0,3.1,0,1.4,26,380,74,28,44,1.5,0.5,0.2,1.07
827,ようさい　茎葉　ゆで,0,76,18,92.4,1.7,2.2,0,0,0.1,1,1,1.2,3.4,0,4.1,0,1,16,270,90,20,40,1,0.3,0.15,0.77
828,よめな　葉　生,0,165,40,84.6,2.7,3.4,0,0,0.2,0,0,2.9,7.8,0,10,0,1.8,2,800,110,42,89,3.7,0.7,0.24,0.78
829,よもぎ　葉　生,0,177,43,83.6,4.2,5.2,0,0,0.3,0,0,1.9,7.8,0,8.7,0,2.2,10,890,180,29,100,4.3,0.6,0.29,0.84
830,よもぎ　葉　ゆで,0,155,37,85.9,3.9,4.8,0,0,0.1,0,0,1.3,7.8,0,8.2,0,1,3,250,140,24,88,3,0.4,0.28,0.75
831,らっかせい　未熟豆　生,35,1268,306,50.1,11.2,12,23.9,0,24.2,0,0,9.5,4,0,12.4,0,1.3,1,450,15,100,200,0.9,1.2,0.5,0.75
832,らっかせい　未熟豆　ゆで,40,1237,298,51.3,11.1,11.9,23.2,0,23.5,0,0,9.2,4.2,0,12.3,0,1,2,290,24,86,170,0.9,1.1,0.36,0.5
833,（らっきょう類）　らっきょう　りん茎　生,15,342,83,68.3,0.9,1.4,0.1,0,0.2,0,0,9.2,20.7,0,29.3,0,0.8,2,230,14,14,35,0.5,0.5,0.06,0.45
834,（らっきょう類）　らっきょう　甘酢漬,0,496,117,67.5,0.3,0.4,0.2,0,0.3,0,0,26.5,2.9,0,29.4,0.6,1.9,750,9,11,1,7,1.8,0.1,0.06,0.08
835,（らっきょう類）　エシャレット　りん茎　生,40,245,59,79.1,1.4,2.3,0.1,0,0.2,0,0,7.3,11.4,0,17.8,0,0.6,2,290,20,14,47,0.8,0.5,0.06,0.37
836,リーキ　りん茎葉　生,35,125,30,90.8,1.2,1.6,0.1,0,0.1,4.1,4,4.9,2.5,0,6.9,0,0.6,2,230,31,11,27,0.7,0.3,0.03,0.25
837,リーキ　りん茎葉　ゆで,0,117,28,91.3,1,1.3,0.1,0,0.1,2.9,2.8,4.6,2.6,0,6.8,0,0.5,2,180,26,9,26,0.6,0.3,0.04,0.2
838,ルッコラ　葉　生,2,71,17,92.7,0,1.9,0.1,0,0.4,0,0,0.8,2.6,0,3.1,0,1.5,14,480,170,46,40,1.6,0.8,0.07,0.69
839,ルバーブ　葉柄　生,10,95,23,92.1,0,0.7,0.1,0,0.1,1.9,1.9,3.5,2.5,0,6,0,0.9,1,400,74,19,37,0.2,0.1,0.02,0.05
840,ルバーブ　葉柄　ゆで,0,58,14,94.1,0,0.5,0.1,0,0.1,1.4,1.4,1.7,2.9,0,4.6,0,0.6,1,200,64,14,20,0.2,0.1,0.02,0.05
841,（レタス類）　レタス　土耕栽培　結球葉　生,2,46,11,95.9,0.5,0.6,0,0,0.1,1.7,1.7,1.9,1.1,0,2.8,0,0.5,2,200,19,8,22,0.3,0.2,0.04,0.13
842,（レタス類）　レタス　水耕栽培　結球葉　生,2,54,13,95.3,0.6,0.8,0.1,0,0.2,2,2,2.1,1.1,0,2.9,0,0.6,2,260,34,10,30,0.3,0.1,0.01,0.38
843,（レタス類）　サラダな　葉　生,10,43,10,94.9,0.8,1,0.1,0,0.2,0.7,0.7,1.1,1.8,0,2.7,0,1,6,410,56,14,49,2.4,0.2,0.04,0
844,（レタス類）　リーフレタス　葉　生,6,66,16,94,1,1.4,0.1,0,0.1,0.9,0.9,1.8,1.9,0,3.3,0,1,6,490,58,15,41,1,0.5,0.06,0.34
845,（レタス類）　サニーレタス　葉　生,6,63,15,94.1,0.7,1.2,0.1,0,0.2,0.6,0.6,1.7,2,0,3.2,0,1.1,4,410,66,15,31,1.8,0.4,0.05,0.43
846,（レタス類）　サンチュ　葉　生,0,56,14,94.5,1,1.2,0.2,0,0.4,0,0,1,2,0,2.5,0,1,3,470,62,19,39,0.5,0.2,0.01,0.69
847,（レタス類）　コスレタス　葉　生,9,66,16,94.5,0.8,1.2,0.1,0,0.2,1.2,1.2,2,1.9,0,3.4,0,0.6,16,250,29,12,39,0.5,0.3,0.03,0.23
848,れんこん　根茎　生,20,280,66,81.5,1.3,1.9,0,0,0.1,14.2,13,14.1,2,0,15.5,0,1,24,440,20,16,74,0.5,0.3,0.09,0.78
849,れんこん　根茎　ゆで,0,278,66,81.9,0.9,1.3,0,0,0.1,13.9,12.7,14.3,2.3,0,16.1,0,0.6,15,240,20,13,78,0.4,0.3,0.05,0.8
850,れんこん　甘酢れんこん,0,281,66,80.8,0.5,0.6,0,0,0.2,15.1,13.8,14.2,2.3,0,16.5,0.5,1.5,550,14,6,1,26,0.1,0,0.07,0
851,わけぎ　葉　生,4,128,30,90.3,1.1,1.6,0,0,0,0,0,5.1,2.8,0,7.4,0,0.7,1,230,59,23,25,0.4,0.2,0.04,0.23
852,わけぎ　葉　ゆで,0,122,29,90.4,1.3,1.9,0,0,0,0,0,4.4,3.1,0,6.9,0,0.8,1,190,51,23,25,0.4,0.2,0.04,0.28
853,わさび　根茎　生,30,376,89,74.2,0,5.6,0,0,0.2,0,0,14,4.4,0,18.4,0,1.5,24,500,100,46,79,0.8,0.7,0.03,0.14
854,わさび　わさび漬,0,591,140,61.4,0,7.1,0,0,0.5,0,0,25.3,2.7,0,28,0,3,1000,140,40,16,72,0.9,1.1,0.15,0.38
855,わらび　生わらび　生,6,80,19,92.7,1.8,2.4,0,0,0.1,0,0,1,3.6,0,4,0,0.8,0,370,12,25,47,0.7,0.6,0.13,0.14
856,わらび　生わらび　ゆで,0,53,13,95.2,1.1,1.5,0,0,0.1,0,0,0.4,3,0,3,0,0.2,0,10,11,10,24,0.6,0.5,0.06,0.08
857,わらび　干しわらび　乾,0,888,216,10.4,14.5,20,0,0,0.7,0,0,8.9,58,0,61.4,0,7.5,6,3200,200,330,480,11,6.2,1.2,1.63
858,（その他）　ミックスベジタブル　冷凍,0,282,67,80.5,0,3,0,0,0.7,0,0,9.2,5.9,0,15.1,0,0.6,22,220,19,21,71,0.7,0.5,0.08,0.2
859,（その他）　ミックスベジタブル　冷凍　ゆで,0,273,65,80.9,0,3.1,0,0,0.8,0,0,8.1,6.5,0,14.6,0,0.5,16,180,19,20,67,0.7,0.5,0.07,0.2
860,（その他）　ミックスベジタブル　冷凍　油いため,0,450,108,75.5,0,3.3,0,0,4.9,0,0,9.8,5.9,0,15.7,0,0.7,22,230,20,22,74,0.7,0.6,0.08,0.21
861,（その他）　野菜ミックスジュース　通常タイプ,0,89,21,93.9,0,0.8,0,0,0.1,3.1,3.1,3.7,0.9,0,4.7,0,0.5,17,230,10,9,19,0.2,0.1,0.05,0.07
862,（その他）　野菜ミックスジュース　濃縮タイプ,0,152,36,90,0,1,0,0,0.3,5.8,5.7,6.8,1,0,7.8,0,0.8,39,310,43,18,30,0.3,0.1,0.05,0.12
863,あけび　果肉　生,0,376,89,77.1,0,0.5,0,0,0.1,0,0,20.9,1.1,0,22,0,0.3,0,95,11,14,22,0.3,0.1,0.09,0.15
864,あけび　果皮　生,0,135,32,90.4,0,0.3,0,0,0.3,0,0,5.5,3.1,0,8.6,0,0.4,2,240,18,9,13,0.1,0.1,0.05,0.17
865,アサイー　冷凍　無糖,0,255,62,87.7,0,0.9,0,0,5.3,0.2,0.2,0,4.7,0,5,0.3,0.4,11,150,45,20,19,0.5,0.3,0.19,5.91
866,アセロラ　酸味種　生,25,150,36,89.9,0,0.7,0,0,0.1,0,0,7.2,1.9,0,9,0,0.3,7,130,11,10,18,0.5,0.5,0.31,0
867,アセロラ　甘味種　生,25,152,36,89.9,0,0.7,0,0,0.1,0,0,7.1,1.9,0,9,0,0.3,7,130,11,10,18,0.5,0.5,0.31,0
868,アセロラ　果実飲料　10%果汁入り飲料,0,178,42,89.4,0,0.1,0,0,0,0,0,10.3,0.2,0,10.5,0,0,1,13,1,1,2,0.1,0.1,0.04,0
869,アテモヤ　生,35,343,81,77.7,1.1,1.8,0.3,0,0.4,0,0,16.9,3.3,0,19.4,0,0.7,4,340,26,29,24,0.3,0.2,0.09,0.2
870,アボカド　生,30,728,176,71.3,1.6,2.1,15.5,0,17.5,0.8,0.8,4.8,5.6,0,7.9,0,1.2,7,590,8,34,52,0.6,0.7,0.24,0.19
871,あんず　生,5,155,37,89.8,0.8,1,0.2,0,0.3,4.8,4.7,6.9,1.6,0.3,8.5,0,0.4,2,200,9,8,15,0.3,0.1,0.04,0.21
872,あんず　乾,0,1253,296,16.8,6.7,9.2,0.1,0,0.4,49.9,49,60,9.8,3.4,70.4,0,3.2,15,1300,70,45,120,2.3,0.9,0.43,0.32
873,あんず　缶詰,0,335,79,79.8,0.4,0.5,0.3,0,0.4,0,0,18.3,0.8,0,18.9,0,0.4,4,190,18,7,14,0.2,0.1,0.03,0.03
874,あんず　ジャム　高糖度,0,1076,252,34.5,0.2,0.3,0.1,0,0.1,66.5,63.4,64.3,0.7,0,64.9,0,0.2,10,75,8,4,6,0.2,0.1,0.02,0.02
875,あんず　ジャム　低糖度,0,858,202,48.8,0.3,0.4,0.1,0,0.1,0,0,49.4,1.2,0,50.5,0,0.2,18,80,11,4,7,0.3,0.1,0.03,0.03
876,いちご　生,2,130,31,90,0.7,0.9,0.1,0,0.1,6.1,5.9,6.6,1.4,0,8.5,0.8,0.5,0,170,17,13,31,0.3,0.2,0.05,0.2
877,いちご　ジャム　高糖度,0,1064,250,36,0.3,0.4,0.1,0,0.1,65.4,62.4,62.1,1.3,0,63.3,0,0.2,6,67,9,7,13,0.2,0.1,0.03,0.14
878,いちご　ジャム　低糖度,0,825,194,50.7,0.4,0.5,0.1,0,0.1,0,0,47.5,1.1,0,48.4,0,0.3,12,79,12,8,14,0.4,0.1,0.03,0.22
879,いちご　乾,0,1398,329,15.4,0.4,0.5,0.2,0,0.2,0,0,80.1,3,0,82.8,0,1,260,15,140,5,9,0.4,0.1,0.07,0.22
880,いちじく　生,15,239,57,84.6,0.4,0.6,0.1,0,0.1,11,11,12.5,1.9,0,14.3,0.1,0.4,2,170,26,14,16,0.3,0.2,0.06,0.08
881,いちじく　乾,0,1152,272,18,2,3,0.8,0,1.1,62.7,62.1,65.9,10.7,0,75.3,0,2.5,93,840,190,67,75,1.7,0.6,0.31,0.48
882,いちじく　缶詰,0,331,78,79.7,0.3,0.5,0.1,0,0.1,0,0,18.4,1.2,0,19.4,0,0.3,8,110,30,8,13,0.1,0.1,0.03,0.07
883,うめ　生,15,139,33,90.4,0.4,0.7,0.4,0,0.5,0,0,5.8,2.5,0,7.9,0,0.5,2,240,12,8,14,0.6,0.1,0.05,0.07
884,うめ　梅漬　塩漬,15,114,27,72.3,0.4,0.7,0.3,0,0.4,0,0,4.4,2.7,0,6.7,0,19.9,7600,150,47,32,15,2.9,0.1,0.11,0.21
885,うめ　梅漬　調味漬,20,189,45,80.2,0,1.5,0.4,0,0.5,0,0,7.2,3.4,0,10.5,0,7.3,2700,100,87,26,17,1.2,0.1,0.07,0.07
886,うめ　梅干し　塩漬,25,118,29,72.2,0.5,0.9,0.5,0,0.7,0.9,0.9,1.1,3.3,0.4,8.6,4.3,17.6,7200,220,33,17,21,1.1,0.1,0.07,0.11
887,うめ　梅干し　調味漬,25,381,90,68.7,0,1.5,0.4,0,0.6,0,0,18.8,2.5,0,21.1,0,8.1,3000,130,25,15,15,2.4,0.1,0.05,0.1
888,うめ　梅びしお,0,834,196,42.4,0,0.7,0.4,0,0.5,0,0,46.9,1.3,0,48.1,0,8.3,3100,190,27,11,19,7,0,0.05,0.1
889,うめ　果実飲料　20%果汁入り飲料,0,208,49,87.6,0,0,0,0,0,0,0,12.2,0.1,0,12.3,0,0.1,35,30,1,2,2,0.2,0,0.01,0.01
890,オリーブ　塩漬　グリーンオリーブ,25,611,148,75.6,0.7,1,14.6,0,15,0,0,1.9,3.3,0,4.5,0,3.9,1400,47,79,13,8,0.3,0.2,0.17,0.04
891,オリーブ　塩漬　ブラックオリーブ,25,498,121,81.6,0.6,0.8,12,0,12.3,0,0,1.5,2.5,0,3.4,0,1.9,640,10,68,11,5,0.8,0.2,0.17,0.08
892,オリーブ　塩漬　スタッフドオリーブ,0,581,141,75.4,0.6,0.8,0,0,14.3,0,0,0.7,3.7,0,4.2,0,5.3,2000,28,83,13,5,0.3,0.1,0.14,0.03
893,かき　甘がき　生,9,268,63,83.1,0.3,0.4,0.1,0,0.2,13.3,13.1,14.5,1.6,0,15.9,0,0.4,1,170,9,6,14,0.2,0.1,0.03,0.5
894,かき　渋抜きがき　生,15,250,59,82.2,0.3,0.5,0,0,0.1,13.7,13.6,14.3,2.8,0,16.9,0,0.3,1,200,7,6,16,0.1,0,0.02,0.6
895,かき　干しがき,8,1156,274,24,1,1.5,0.8,0,1.7,0,0,58.7,14,0,71.3,0,1.5,4,670,27,26,62,0.6,0.2,0.08,1.48
896,かりん　生,30,241,58,80.7,0,0.4,0.1,0,0.1,0,0,9.4,8.9,0,18.3,0,0.5,2,270,12,12,17,0.3,0.2,0.09,0.05
897,（かんきつ類）　いよかん　砂じょう　生,40,210,50,86.7,0.5,0.9,0,0,0.1,0,0,11.1,1.1,0,11.8,0,0.5,2,190,17,14,18,0.2,0.1,0.04,0.07
898,（かんきつ類）　うんしゅうみかん　じょうのう　早生　生,20,207,49,87.2,0.3,0.5,0,0,0.1,8.9,8.7,11.5,0.7,0,11.9,0,0.3,1,130,17,11,12,0.1,0.1,0.05,0.08
899,（かんきつ類）　うんしゅうみかん　じょうのう　普通　生,20,209,49,86.9,0.4,0.7,0,0,0.1,9.2,8.9,11.3,1,0,12,0,0.3,1,150,21,11,15,0.2,0.1,0.03,0.07
900,（かんきつ類）　うんしゅうみかん　砂じょう　早生　生,25,200,47,87.8,0.3,0.5,0,0,0.1,9.5,9.2,11.2,0.4,0,11.3,0,0.3,1,130,11,10,12,0.1,0.1,0.04,0.06
901,（かんきつ類）　うんしゅうみかん　砂じょう　普通　生,25,206,49,87.4,0.4,0.7,0,0,0.1,9.8,9.5,11.4,0.4,0,11.5,0,0.3,1,150,15,10,15,0.1,0.1,0.03,0.05
902,（かんきつ類）　うんしゅうみかん　果実飲料　ストレートジュース,0,191,45,88.5,0.3,0.5,0,0,0.1,9.2,9.1,10.9,0,0,10.6,0,0.3,1,130,8,8,11,0.2,0,0.02,0.03
903,（かんきつ類）　うんしゅうみかん　果実飲料　濃縮還元ジュース,0,179,42,89.3,0.3,0.5,0,0,0.1,8.5,8.3,10.2,0,0,9.9,0,0.2,1,110,6,9,9,0.1,0,0.02,0.03
904,（かんきつ類）　うんしゅうみかん　果実飲料　果粒入りジュース,0,224,53,86.7,0.1,0.2,0,0,0,0,0,13.1,0,0,13,0,0.1,4,33,5,3,4,0.1,0,0.01,0.03
905,（かんきつ類）　うんしゅうみかん　果実飲料　50%果汁入り飲料,0,253,59,84.9,0.1,0.2,0,0,0,0,0,14.7,0.1,0,14.7,0,0.2,1,63,4,4,5,0.1,0,0.01,0.01
906,（かんきつ類）　うんしゅうみかん　果実飲料　20%果汁入り飲料,0,213,50,87.4,0.1,0.1,0,0,0,0,0,12.4,0,0,12.4,0,0.1,1,21,2,2,2,0.1,0,0.01,0
907,（かんきつ類）　うんしゅうみかん　缶詰　果肉,0,267,63,83.8,0,0.5,0,0,0.1,0,0,14.9,0.5,0,15.3,0,0.3,4,75,8,7,8,0.4,0.1,0.02,0.03
908,（かんきつ類）　うんしゅうみかん　缶詰　液汁,0,268,63,84.1,0,0.3,0,0,0.1,0,0,15.4,0,0,15.3,0,0.2,4,75,5,6,7,0.3,0.1,0.01,0.02
909,（かんきつ類）　オレンジ　ネーブル　砂じょう　生,35,204,48,86.8,0.5,0.9,0.1,0,0.1,8.3,8.1,10.3,1,0,11.8,0.9,0.4,1,180,24,9,22,0.2,0.1,0.06,0.06
910,（かんきつ類）　オレンジ　バレンシア　米国産　砂じょう　生,40,179,42,88.7,0.7,1,0.1,0,0.1,7.1,7,9.4,0.8,0,9.8,0,0.4,1,140,21,11,24,0.3,0.2,0.06,0.05
911,（かんきつ類）　オレンジ　バレンシア　果実飲料　ストレートジュース,0,191,45,87.8,0.5,0.8,0,0,0,9,8.8,9.9,0.3,0,11,1.1,0.4,1,180,9,10,20,0.1,0,0.04,0.02
912,（かんきつ類）　オレンジ　バレンシア　果実飲料　濃縮還元ジュース,0,195,46,88.1,0.3,0.7,0.1,0,0.1,7.9,7.7,11,0.2,0,10.7,0,0.4,1,190,9,10,18,0.1,0.1,0.03,0.03
913,（かんきつ類）　オレンジ　バレンシア　果実飲料　50%果汁入り飲料,0,195,46,88.4,0.2,0.4,0.1,0,0.2,0,0,11,0.1,0,10.8,0,0.2,2,99,5,6,10,0.1,0,0.02,0.02
914,（かんきつ類）　オレンジ　バレンシア　果実飲料　30%果汁入り飲料,0,173,41,89.7,0.1,0.2,0,0,0,0,0,10.1,0,0,10,0,0.1,6,57,3,3,6,0,0,0.01,0.01
915,（かんきつ類）　オレンジ　バレンシア　マーマレード　高糖度,0,992,233,36.4,0.1,0.2,0,0,0.1,61.3,60.2,62.6,0.7,0,63.2,0,0.1,11,27,16,3,4,0.1,0,0.01,0.02
916,（かんきつ類）　オレンジ　バレンシア　マーマレード　低糖度,0,808,190,51.7,0.2,0.3,0,0,0.1,0,0,46.5,1.3,0,47.7,0,0.2,9,49,19,5,5,0.2,0,0.01,0.03
917,（かんきつ類）　オレンジ　福原オレンジ　砂じょう　生,50,180,43,88.7,0,1,0,0,0.1,0,0,9,0.8,0,9.8,0,0.4,1,140,21,11,24,0.3,0.2,0.06,0.05
918,（かんきつ類）　オロブランコ　砂じょう　生,45,181,43,88.7,0.5,0.8,0,0,0.1,0,0,9.5,0.9,0,10.1,0,0.3,1,150,12,9,19,0.2,0.1,0.05,0.02
919,（かんきつ類）　かぼす　果汁　生,0,154,36,90.7,0,0.4,0,0,0.1,0,0,8.4,0.1,0,8.5,0,0.3,1,140,7,8,8,0.1,0,0.03,0.04
920,（かんきつ類）　かわちばんかん　砂じょう　生,55,162,38,90,0.4,0.7,0,0,0.2,0,0,8.5,0.6,0,8.8,0,0.3,1,160,10,10,21,0.1,0.1,0.03,0.02
921,（かんきつ類）　きよみ　砂じょう　生,40,190,45,88.4,0.4,0.8,0,0,0.2,0,0,10.1,0.6,0,10.3,0,0.3,1,170,11,11,21,0.1,0.1,0.04,0.05
922,（かんきつ類）　きんかん　全果　生,6,283,67,80.8,0,0.5,0.3,0,0.7,0,0,13.3,4.6,0,17.5,0,0.5,2,180,80,19,12,0.3,0.1,0.03,0.11
923,（かんきつ類）　グレープフルーツ　白肉種　砂じょう　生,30,168,40,89,0.5,0.9,0.1,0,0.1,7.5,7.3,8.3,0.6,0,9.6,1.1,0.4,1,140,15,9,17,0,0.1,0.04,0.01
924,（かんきつ類）　グレープフルーツ　紅肉種　砂じょう　生,30,168,40,89,0.7,0.9,0.1,0,0.1,6.5,6.3,8.1,0.6,0,9.6,1.1,0.4,1,140,15,9,17,0,0.1,0.04,0.01
925,（かんきつ類）　グレープフルーツ　果実飲料　ストレートジュース,0,187,44,88.7,0,0.6,0.1,0,0.1,8.8,8.7,10.2,0.1,0,10.3,0,0.3,1,180,9,9,12,0.1,0,0.03,0.01
926,（かんきつ類）　グレープフルーツ　果実飲料　濃縮還元ジュース,0,163,38,90.1,0,0.7,0.1,0,0.1,7.8,7.7,8.6,0.2,0,8.8,0,0.3,1,160,9,9,12,0.1,0,0.04,0.01
927,（かんきつ類）　グレープフルーツ　果実飲料　50%果汁入り飲料,0,193,45,88.4,0,0.3,0,0,0,0,0,11,0.1,0,11.1,0,0.2,4,90,7,6,6,0.1,0,0.02,0.01
928,（かんきつ類）　グレープフルーツ　果実飲料　20%果汁入り飲料,0,167,39,90.1,0,0.1,0,0,0,0,0,9.7,0,0,9.7,0,0.1,2,34,3,2,3,0.1,0,0.01,0
929,（かんきつ類）　グレープフルーツ　缶詰,0,257,60,82.1,0,0.5,0,0,0,15.2,15.2,16.5,0.6,0,17.1,0,0.3,2,110,13,6,10,0.1,0.1,0.03,0.01
930,（かんきつ類）　さんぼうかん　砂じょう　生,55,200,47,87.6,0.4,0.7,0,0,0.3,0,0,10.3,0.9,0,10.9,0,0.5,2,280,23,11,19,0.2,0.1,0.06,0.05
931,（かんきつ類）　シークヮーサー　果汁　生,0,149,35,90.9,0,0.8,0,0,0.1,0,0,7.6,0.3,0,7.9,0,0.3,2,180,17,15,8,0.1,0.1,0.06,0.06
932,（かんきつ類）　シークヮーサー　果実飲料　10%果汁入り飲料,0,202,48,88.1,0,0.1,0,0,0,0,0,11.8,0,0,11.8,0,0,2,13,5,1,1,0.1,0,0.01,0.01
933,（かんきつ類）　しらぬひ　砂じょう　生,30,236,56,85.8,0.5,0.8,0,0,0.2,0,0,12.6,0.6,0,12.9,0,0.3,0,170,9,9,18,0.1,0.1,0.03,0.07
934,（かんきつ類）　すだち　果皮　生,0,230,55,80.7,0,1.8,0,0,0.3,0,0,6.3,10.1,0,16.4,0,0.8,1,290,150,26,17,0.4,0.4,0.09,0.18
935,（かんきつ類）　すだち　果汁　生,0,124,29,92.5,0,0.5,0,0,0.1,0,0,6.5,0.1,0,6.6,0,0.3,1,140,16,15,11,0.2,0.2,0.03,0.05
936,（かんきつ類）　せとか　砂じょう　生,20,214,50,86.9,0.5,0.8,0,0,0.2,0,0,11.3,0.7,0,11.7,0,0.3,1,170,11,10,17,0.1,0.1,0.03,0.09
937,（かんきつ類）　セミノール　砂じょう　生,40,226,53,86,0,1.1,0,0,0.1,0,0,11.6,0.8,0,12.4,0,0.4,2,200,24,16,18,0.2,0.1,0.04,0.1
938,（かんきつ類）　だいだい　果汁　生,0,149,35,91.2,0,0.3,0,0,0.2,0,0,8,0,0,8,0,0.3,1,190,10,10,8,0.1,0,0.02,0.02
939,（かんきつ類）　なつみかん　砂じょう　生,45,178,42,88.6,0.5,0.9,0,0,0.1,0,0,9.2,1.2,0,10,0,0.4,1,190,16,10,21,0.2,0.1,0.05,0.04
940,（かんきつ類）　なつみかん　缶詰,0,338,80,79.7,0,0.5,0,0,0.1,0,0,18.9,0.5,0,19.4,0,0.3,4,92,11,8,12,0.1,0.1,0.03,0.03
941,（かんきつ類）　はっさく　砂じょう　生,35,199,47,87.2,0.5,0.8,0,0,0.1,0,0,10.3,1.5,0,11.5,0,0.4,1,180,13,10,17,0.1,0.1,0.04,0.03
942,（かんきつ類）　はるみ　砂じょう　生,30,220,52,86.5,0.5,0.9,0,0,0.2,0,0,11.7,0.8,0,12.1,0,0.3,0,170,9,10,16,0.1,0.1,0.03,0.05
943,（かんきつ類）　ひゅうがなつ　じょうのう及びアルベド　生,30,194,46,87.2,0.3,0.6,0,0,0.1,0,0,9.9,2.1,0,11.7,0,0.4,1,130,23,8,11,0.2,0.1,0.03,0.08
944,（かんきつ類）　ひゅうがなつ　砂じょう　生,55,149,35,90.7,0.3,0.6,0,0,0.1,0,0,7.9,0.7,0,8.3,0,0.3,1,110,5,6,9,0.1,0,0.02,0.04
945,（かんきつ類）　ぶんたん　砂じょう　生,50,174,41,89,0.4,0.7,0,0,0.1,0,0,9.2,0.9,0,9.8,0,0.4,1,180,13,7,19,0.1,0.1,0.04,0.02
946,（かんきつ類）　ぶんたん　ざぼん漬,0,1436,338,14,0.1,0.2,0,0,0.1,0,0,82.9,2.7,0,85.5,0,0.2,13,8,22,6,3,0.3,0,0.01,0.01
947,（かんきつ類）　ぽんかん　砂じょう　生,35,178,42,88.8,0.5,0.9,0,0,0.1,0,0,9.3,1,0,9.9,0,0.3,1,160,16,9,16,0.1,0,0.02,0.09
948,（かんきつ類）　ゆず　果皮　生,0,210,50,83.7,0.9,1.2,0.1,0,0.5,0,0,8,6.9,0,14.2,0,0.4,5,140,41,15,9,0.3,0.1,0.02,0.12
949,（かんきつ類）　ゆず　果汁　生,0,128,30,92,0.4,0.5,0,0,0.1,0,0,6.7,0.4,0,7,0,0.4,1,210,20,11,11,0.1,0.1,0.02,0.1
950,（かんきつ類）　ライム　果汁　生,0,167,39,89.8,0.3,0.4,0,0,0.1,1.9,1.9,9.2,0.2,0,9.3,0,0.4,1,160,16,9,16,0.2,0.1,0.03,0.01
951,（かんきつ類）　レモン　全果　生,3,178,43,85.3,0,0.9,0.2,0,0.7,2.6,2.6,5,4.9,0,12.5,3.2,0.6,4,130,67,11,15,0.2,0.1,0.08,0.05
952,（かんきつ類）　レモン　果汁　生,0,101,24,90.5,0.3,0.4,0.1,0,0.2,1.5,1.5,2.1,0,0,8.6,6.7,0.3,2,100,7,8,9,0.1,0.1,0.02,0.03
953,キウイフルーツ　緑肉種　生,15,217,51,84.7,0.8,1,0.2,0,0.2,9.6,9.5,9.1,2.6,0,13.4,2,0.7,1,300,26,14,30,0.3,0.1,0.1,0.09
954,キウイフルーツ　黄肉種　生,20,267,63,83.2,0,1.1,0.2,0,0.2,11.9,11.9,13.6,1.4,0,14.9,0,0.5,2,300,17,12,25,0.2,0.1,0.07,0.04
955,きはだ　実　乾,0,1593,378,13.1,0,7.3,0,0,9.8,0,0,65.1,0,0,65.1,0,4.7,17,2100,230,88,240,1.7,0.6,0.36,0.69
956,キワノ　生,40,171,41,89.2,0,1.5,0,0,0.9,0,0,5.4,2.6,0,8,0,0.4,2,170,10,34,42,0.4,0.4,0.09,0.13
957,グァバ　赤肉種　生,30,136,33,88.9,0.3,0.6,0.1,0,0.1,3.6,3.6,5.1,5.1,0,9.9,0,0.5,3,240,8,8,16,0.1,0.1,0.06,0.09
958,グァバ　白肉種　生,30,136,33,88.9,0.3,0.6,0.1,0,0.1,0,0,5.1,5.1,0,9.9,0,0.5,3,240,8,8,16,0.1,0.1,0.06,0.09
959,グァバ　果実飲料　20%果汁入り飲料　（ネクター）,0,207,49,87.4,0,0.1,0,0,0.1,10,9.9,11.5,0.8,0,12.3,0,0.1,4,49,3,2,3,0.2,0,0.01,0.03
960,グァバ　果実飲料　10%果汁入り飲料,0,213,50,87.4,0,0.1,0,0,0.1,0,0,12.1,0.2,0,12.3,0,0.1,7,28,3,20,2,0.1,0,0.01,0.02
961,くこ　実　乾,0,1640,387,4.8,6.6,12.3,0,0,4.1,0,0,81,0,0,75.3,0,3.5,510,1400,47,77,180,4,1.2,0.69,0.71
962,ぐみ　生,10,304,72,81,0,1.3,0,0,0.2,0,0,15.2,2,0,17.2,0,0.3,2,130,10,4,24,0.2,0.1,0.1,0.15
963,ココナッツ　ココナッツウォーター,0,92,22,94.3,0.2,0.2,0.1,0,0.1,7.9,7.8,5,0,0,5,0,0.4,11,230,11,6,11,0.1,0.1,0,0.16
964,ココナッツ　ココナッツミルク,0,649,157,78.8,1.8,1.9,14.9,0,16,9.4,8.9,3.8,0.2,0,2.8,0,0.5,12,230,5,28,49,0.8,0.3,0.22,0.59
